Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
2,2,17,11.76,0,0,v Bangladesh,Lahore,15-Sep-03,ODI # 2043,Mohammad Hafeez,41434
9,9,25,36,2,0,v Bangladesh,Rawalpindi,18-Sep-03,ODI # 2044,Mohammad Hafeez,41434
44,44,64,68.75,7,0,v Bangladesh,Karachi,21-Sep-03,ODI # 2045,Mohammad Hafeez,41434
5,5,17,29.41,1,0,v South Africa,Lahore,03-Oct-03,ODI # 2046,Mohammad Hafeez,41434
7,7,19,36.84,1,0,v South Africa,Lahore,05-Oct-03,ODI # 2047,Mohammad Hafeez,41434
20,20,42,47.61,3,0,v South Africa,Faisalabad,07-Oct-03,ODI # 2048,Mohammad Hafeez,41434
1,1,20,5,0,0,v South Africa,Rawalpindi,10-Oct-03,ODI # 2049,Mohammad Hafeez,41434
0,0,2,0,0,0,v South Africa,Rawalpindi,12-Oct-03,ODI # 2050,Mohammad Hafeez,41434
0,0,9,0,0,0,v Australia,Hobart,16-Jan-05,ODI # 2205,Mohammad Hafeez,41434
2,2,9,22.22,0,0,v West Indies,Brisbane,19-Jan-05,ODI # 2206,Mohammad Hafeez,41434
13,13,36,36.11,0,0,v Australia,Sydney,23-Jan-05,ODI # 2209,Mohammad Hafeez,41434
41,41,41,100,6,0,v West Indies,Adelaide,28-Jan-05,ODI # 2213,Mohammad Hafeez,41434
13,13,39,33.33,2,0,v Australia,Melbourne,04-Feb-05,ODI # 2220,Mohammad Hafeez,41434
6,6,25,24,1,0,v Australia,Sydney,06-Feb-05,ODI # 2222,Mohammad Hafeez,41434
42,42,75,56,1,2,v India,Kochi,02-Apr-05,ODI # 2235,Mohammad Hafeez,41434
7,7,7,100,1,0,v India,Visakhapatnam,05-Apr-05,ODI # 2236,Mohammad Hafeez,41434
18*,18,23,78.26,3,0,v England,Cardiff,30-Aug-06,ODI # 2408,Mohammad Hafeez,41434
1,1,5,20,0,0,v England,Lord's,02-Sep-06,ODI # 2409,Mohammad Hafeez,41434
20,20,19,105.26,2,1,v England,Southampton,05-Sep-06,ODI # 2410,Mohammad Hafeez,41434
8,8,8,100,2,0,v England,Nottingham,08-Sep-06,ODI # 2411,Mohammad Hafeez,41434
18,18,43,41.86,3,0,v England,Birmingham,10-Sep-06,ODI # 2412,Mohammad Hafeez,41434
22,22,15,146.66,3,0,v Sri Lanka,Jaipur,17-Oct-06,ODI # 2431,Mohammad Hafeez,41434
43,43,46,93.47,8,0,v New Zealand,Mohali,25-Oct-06,ODI # 2436,Mohammad Hafeez,41434
1,1,5,20,0,0,v South Africa,Mohali,27-Oct-06,ODI # 2438,Mohammad Hafeez,41434
0,0,1,0,0,0,v West Indies,Faisalabad,07-Dec-06,ODI # 2460,Mohammad Hafeez,41434
31,31,43,72.09,2,1,v West Indies,Lahore,10-Dec-06,ODI # 2463,Mohammad Hafeez,41434
1,1,7,14.28,0,0,v West Indies,Multan,13-Dec-06,ODI # 2464,Mohammad Hafeez,41434
92,92,111,82.88,5,2,v West Indies,Karachi,16-Dec-06,ODI # 2466,Mohammad Hafeez,41434
21,21,17,123.52,3,0,v South Africa,Centurion,04-Feb-07,ODI # 2506,Mohammad Hafeez,41434
0,0,6,0,0,0,v South Africa,Johannesburg,14-Feb-07,ODI # 2523,Mohammad Hafeez,41434
11,11,28,39.28,2,0,v West Indies,Kingston,13-Mar-07,ODI # 2531,Mohammad Hafeez,41434
4,4,6,66.66,1,0,v Ireland,Kingston,17-Mar-07,ODI # 2539,Mohammad Hafeez,41434
34,34,43,79.06,7,0,v Sri Lanka,Abu Dhabi,22-May-07,ODI # 2586,Mohammad Hafeez,41434
6,6,24,25,0,0,v South Africa,Lahore,18-Oct-07,ODI # 2633,Mohammad Hafeez,41434
30,30,42,71.42,4,0,v England,Chester-le-Street,10-Sep-10,ODI # 3043,Mohammad Hafeez,41434
43,43,68,63.23,5,0,v England,Leeds,12-Sep-10,ODI # 3044,Mohammad Hafeez,41434
1,1,3,33.33,0,0,v England,The Oval,17-Sep-10,ODI # 3045,Mohammad Hafeez,41434
64,64,100,64,5,1,v England,Lord's,20-Sep-10,ODI # 3046,Mohammad Hafeez,41434
29,29,42,69.04,5,0,v England,Southampton,22-Sep-10,ODI # 3047,Mohammad Hafeez,41434
68,68,84,80.95,7,0,v South Africa,Abu Dhabi,29-Oct-10,ODI # 3062,Mohammad Hafeez,41434
30,30,42,71.42,3,0,v South Africa,Abu Dhabi,31-Oct-10,ODI # 3063,Mohammad Hafeez,41434
4,4,15,26.66,0,0,v South Africa,Dubai (DSC),02-Nov-10,ODI # 3064,Mohammad Hafeez,41434
42,42,29,144.82,5,0,v South Africa,Dubai (DSC),05-Nov-10,ODI # 3067,Mohammad Hafeez,41434
59,59,58,101.72,7,0,v South Africa,Dubai (DSC),08-Nov-10,ODI # 3069,Mohammad Hafeez,41434
0,0,9,0,0,0,v New Zealand,Wellington,22-Jan-11,ODI # 3085,Mohammad Hafeez,41434
4*,4,11,36.36,0,0,v New Zealand,Queenstown,26-Jan-11,ODI # 3088,Mohammad Hafeez,41434
115,115,144,79.86,12,2,v New Zealand,Christchurch,29-Jan-11,ODI # 3090,Mohammad Hafeez,41434
12,12,23,52.17,2,0,v New Zealand,Napier,01-Feb-11,ODI # 3093,Mohammad Hafeez,41434
14,14,20,70,2,0,v New Zealand,Hamilton,03-Feb-11,ODI # 3095,Mohammad Hafeez,41434
21,21,15,140,2,1,v New Zealand,Auckland,05-Feb-11,ODI # 3097,Mohammad Hafeez,41434
9,9,20,45,1,0,v Kenya,Hambantota,23-Feb-11,ODI # 3105,Mohammad Hafeez,41434
32,32,31,103.22,4,1,v Sri Lanka,Colombo (RPS),26-Feb-11,ODI # 3109,Mohammad Hafeez,41434
11,11,12,91.66,2,0,v Canada,Colombo (RPS),03-Mar-11,ODI # 3116,Mohammad Hafeez,41434
5,5,6,83.33,1,0,v New Zealand,Pallekele,08-Mar-11,ODI # 3123,Mohammad Hafeez,41434
49,49,65,75.38,6,0,v Zimbabwe,Pallekele,14-Mar-11,ODI # 3132,Mohammad Hafeez,41434
5,5,8,62.5,1,0,v Australia,Colombo (RPS),19-Mar-11,ODI # 3139,Mohammad Hafeez,41434
61*,61,64,95.31,10,0,v West Indies,Dhaka,23-Mar-11,ODI # 3142,Mohammad Hafeez,41434
43,43,59,72.88,7,0,v India,Mohali,30-Mar-11,ODI # 3147,Mohammad Hafeez,41434
54,54,45,120,7,1,v West Indies,Gros Islet,23-Apr-11,ODI # 3152,Mohammad Hafeez,41434
32,32,51,62.74,1,1,v West Indies,Gros Islet,25-Apr-11,ODI # 3153,Mohammad Hafeez,41434
5,5,9,55.55,1,0,v West Indies,Bridgetown,28-Apr-11,ODI # 3154,Mohammad Hafeez,41434
121,121,138,87.68,7,3,v West Indies,Bridgetown,02-May-11,ODI # 3155,Mohammad Hafeez,41434
55,55,83,66.26,6,0,v West Indies,Providence,05-May-11,ODI # 3156,Mohammad Hafeez,41434
52,52,84,61.9,7,1,v Ireland,Belfast,28-May-11,ODI # 3157,Mohammad Hafeez,41434
0,0,7,0,0,0,v Ireland,Belfast,30-May-11,ODI # 3158,Mohammad Hafeez,41434
26,26,49,53.06,2,1,v Zimbabwe,Bulawayo,08-Sep-11,ODI # 3188,Mohammad Hafeez,41434
139*,139,147,94.55,13,1,v Zimbabwe,Harare,11-Sep-11,ODI # 3190,Mohammad Hafeez,41434
23,23,21,109.52,4,0,v Zimbabwe,Harare,14-Sep-11,ODI # 3194,Mohammad Hafeez,41434
5,5,6,83.33,1,0,v Sri Lanka,Dubai (DSC),11-Nov-11,ODI # 3212,Mohammad Hafeez,41434
4,4,3,133.33,1,0,v Sri Lanka,Dubai (DSC),14-Nov-11,ODI # 3213,Mohammad Hafeez,41434
83,83,101,82.17,9,1,v Sri Lanka,Dubai (DSC),18-Nov-11,ODI # 3214,Mohammad Hafeez,41434
27,27,51,52.94,3,0,v Sri Lanka,Sharjah,20-Nov-11,ODI # 3215,Mohammad Hafeez,41434
14,14,28,50,2,0,v Sri Lanka,Abu Dhabi,23-Nov-11,ODI # 3216,Mohammad Hafeez,41434
22,22,38,57.89,5,0,v Bangladesh,Dhaka,01-Dec-11,ODI # 3218,Mohammad Hafeez,41434
32,32,56,57.14,6,0,v Bangladesh,Dhaka,03-Dec-11,ODI # 3220,Mohammad Hafeez,41434
0,0,4,0,0,0,v Bangladesh,Chattogram,06-Dec-11,ODI # 3222,Mohammad Hafeez,41434
8,8,17,47.05,1,0,v Afghanistan,Sharjah,10-Feb-12,ODI # 3236,Mohammad Hafeez,41434
5,5,11,45.45,1,0,v England,Abu Dhabi,13-Feb-12,ODI # 3238,Mohammad Hafeez,41434
26,26,43,60.46,3,0,v England,Abu Dhabi,15-Feb-12,ODI # 3240,Mohammad Hafeez,41434
29,29,28,103.57,3,0,v England,Dubai (DSC),18-Feb-12,ODI # 3243,Mohammad Hafeez,41434
1,1,3,33.33,0,0,v England,Dubai (DSC),21-Feb-12,ODI # 3247,Mohammad Hafeez,41434
89,89,126,70.63,7,0,v Bangladesh,Dhaka,11-Mar-12,ODI # 3258,Mohammad Hafeez,41434
11,11,35,31.42,1,0,v Sri Lanka,Dhaka,15-Mar-12,ODI # 3260,Mohammad Hafeez,41434
105,105,113,92.92,9,1,v India,Dhaka,18-Mar-12,ODI # 3263,Mohammad Hafeez,41434
40,40,87,45.97,4,0,v Bangladesh,Dhaka,22-Mar-12,ODI # 3267,Mohammad Hafeez,41434
37,37,57,64.91,5,1,v Sri Lanka,Pallekele,07-Jun-12,ODI # 3272,Mohammad Hafeez,41434
14,14,29,48.27,1,0,v Sri Lanka,Pallekele,09-Jun-12,ODI # 3273,Mohammad Hafeez,41434
0,0,4,0,0,0,v Sri Lanka,Colombo (RPS),13-Jun-12,ODI # 3274,Mohammad Hafeez,41434
0,0,5,0,0,0,v Sri Lanka,Colombo (RPS),16-Jun-12,ODI # 3275,Mohammad Hafeez,41434
6,6,13,46.15,0,0,v Sri Lanka,Colombo (RPS),18-Jun-12,ODI # 3277,Mohammad Hafeez,41434
4,4,12,33.33,0,0,v Australia,Sharjah,28-Aug-12,ODI # 3299,Mohammad Hafeez,41434
23,23,27,85.18,2,0,v Australia,Abu Dhabi,31-Aug-12,ODI # 3301,Mohammad Hafeez,41434
78,78,97,80.41,4,2,v Australia,Sharjah,03-Sep-12,ODI # 3303,Mohammad Hafeez,41434
0,0,1,0,0,0,v India,Chennai,30-Dec-12,ODI # 3314,Mohammad Hafeez,41434
76,76,74,102.7,10,0,v India,Kolkata,03-Jan-13,ODI # 3315,Mohammad Hafeez,41434
21,21,31,67.74,2,0,v India,Delhi,06-Jan-13,ODI # 3316,Mohammad Hafeez,41434
25,25,38,65.78,3,0,v South Africa,Bloemfontein,10-Mar-13,ODI # 3343,Mohammad Hafeez,41434
31,31,49,63.26,3,1,v South Africa,Centurion,15-Mar-13,ODI # 3346,Mohammad Hafeez,41434
57,57,49,116.32,6,3,v South Africa,Johannesburg,17-Mar-13,ODI # 3347,Mohammad Hafeez,41434
0,0,1,0,0,0,v South Africa,Durban,21-Mar-13,ODI # 3348,Mohammad Hafeez,41434
5,5,9,55.55,1,0,v South Africa,Benoni,24-Mar-13,ODI # 3350,Mohammad Hafeez,41434
18,18,26,69.23,2,0,v Scotland,Edinburgh,17-May-13,ODI # 3356,Mohammad Hafeez,41434
122*,122,113,107.96,12,2,v Ireland,Dublin,23-May-13,ODI # 3357,Mohammad Hafeez,41434
2,2,5,40,0,0,v Ireland,Dublin,26-May-13,ODI # 3358,Mohammad Hafeez,41434
4,4,9,44.44,1,0,v West Indies,The Oval,07-Jun-13,ODI # 3364,Mohammad Hafeez,41434
7,7,21,33.33,0,0,v South Africa,Birmingham,10-Jun-13,ODI # 3367,Mohammad Hafeez,41434
27,27,31,87.09,5,0,v India,Birmingham,15-Jun-13,ODI # 3372,Mohammad Hafeez,41434
1,1,13,7.69,0,0,v West Indies,Providence,14-Jul-13,ODI # 3389,Mohammad Hafeez,41434
20,20,25,80,3,0,v West Indies,Providence,16-Jul-13,ODI # 3390,Mohammad Hafeez,41434
14,14,33,42.42,0,0,v West Indies,Gros Islet,19-Jul-13,ODI # 3391,Mohammad Hafeez,41434
59,59,62,95.16,5,2,v West Indies,Gros Islet,21-Jul-13,ODI # 3393,Mohammad Hafeez,41434
11,11,22,50,1,0,v West Indies,Gros Islet,24-Jul-13,ODI # 3396,Mohammad Hafeez,41434
70,70,71,98.59,6,3,v Zimbabwe,Harare,27-Aug-13,ODI # 3404,Mohammad Hafeez,41434
136*,136,130,104.61,9,5,v Zimbabwe,Harare,29-Aug-13,ODI # 3406,Mohammad Hafeez,41434
26*,26,34,76.47,3,0,v Zimbabwe,Harare,31-Aug-13,ODI # 3408,Mohammad Hafeez,41434
28,28,39,71.79,2,0,v South Africa,Sharjah,30-Oct-13,ODI # 3425,Mohammad Hafeez,41434
26,26,32,81.25,4,0,v South Africa,Dubai (DSC),01-Nov-13,ODI # 3427,Mohammad Hafeez,41434
15,15,31,48.38,3,0,v South Africa,Abu Dhabi,06-Nov-13,ODI # 3430,Mohammad Hafeez,41434
33,33,60,55,4,0,v South Africa,Abu Dhabi,08-Nov-13,ODI # 3431,Mohammad Hafeez,41434
6,6,16,37.5,1,0,v South Africa,Sharjah,11-Nov-13,ODI # 3433,Mohammad Hafeez,41434
5,5,10,50,1,0,v South Africa,Cape Town,24-Nov-13,ODI # 3438,Mohammad Hafeez,41434
8,8,16,50,0,0,v South Africa,Port Elizabeth,27-Nov-13,ODI # 3440,Mohammad Hafeez,41434
122,122,129,94.57,7,4,v Sri Lanka,Sharjah,18-Dec-13,ODI # 3445,Mohammad Hafeez,41434
32,32,52,61.53,3,0,v Sri Lanka,Dubai (DSC),20-Dec-13,ODI # 3446,Mohammad Hafeez,41434
140*,140,136,102.94,11,3,v Sri Lanka,Sharjah,22-Dec-13,ODI # 3447,Mohammad Hafeez,41434
113*,113,119,94.95,12,2,v Sri Lanka,Abu Dhabi,25-Dec-13,ODI # 3448,Mohammad Hafeez,41434
41,41,56,73.21,2,0,v Sri Lanka,Abu Dhabi,27-Dec-13,ODI # 3450,Mohammad Hafeez,41434
18,18,19,94.73,2,0,v Sri Lanka,Fatullah,25-Feb-14,ODI # 3473,Mohammad Hafeez,41434
10,10,16,62.5,1,0,v Afghanistan,Fatullah,27-Feb-14,ODI # 3475,Mohammad Hafeez,41434
75,75,117,64.1,3,2,v India,Dhaka,02-Mar-14,ODI # 3479,Mohammad Hafeez,41434
52,52,55,94.54,8,0,v Bangladesh,Dhaka,04-Mar-14,ODI # 3482,Mohammad Hafeez,41434
3,3,13,23.07,0,0,v Sri Lanka,Dhaka,08-Mar-14,ODI # 3486,Mohammad Hafeez,41434
21,21,23,91.3,3,0,v Sri Lanka,Hambantota,23-Aug-14,ODI # 3512,Mohammad Hafeez,41434
62,62,49,126.53,11,0,v Sri Lanka,Hambantota,26-Aug-14,ODI # 3515,Mohammad Hafeez,41434
1,1,16,6.25,0,0,v Sri Lanka,Dambulla,30-Aug-14,ODI # 3519,Mohammad Hafeez,41434
6,6,17,35.29,0,0,v New Zealand,Dubai (DSC),08-Dec-14,ODI # 3564,Mohammad Hafeez,41434
76,76,92,82.6,9,1,v New Zealand,Sharjah,12-Dec-14,ODI # 3566,Mohammad Hafeez,41434
33,33,26,126.92,5,1,v New Zealand,Sharjah,14-Dec-14,ODI # 3568,Mohammad Hafeez,41434
3,3,11,27.27,0,0,v New Zealand,Abu Dhabi,17-Dec-14,ODI # 3570,Mohammad Hafeez,41434
0,0,5,0,0,0,v New Zealand,Wellington,31-Jan-15,ODI # 3596,Mohammad Hafeez,41434
86,86,89,96.62,5,3,v New Zealand,Napier,03-Feb-15,ODI # 3598,Mohammad Hafeez,41434
4,4,7,57.14,1,0,v Bangladesh,Dhaka,17-Apr-15,ODI # 3647,Mohammad Hafeez,41434
0,0,6,0,0,0,v Bangladesh,Dhaka,19-Apr-15,ODI # 3648,Mohammad Hafeez,41434
4,4,15,26.66,0,0,v Bangladesh,Dhaka,22-Apr-15,ODI # 3649,Mohammad Hafeez,41434
86,86,83,103.61,8,4,v Zimbabwe,Lahore,26-May-15,ODI # 3651,Mohammad Hafeez,41434
15,15,24,62.5,2,0,v Zimbabwe,Lahore,29-May-15,ODI # 3652,Mohammad Hafeez,41434
80,80,80,100,8,1,v Zimbabwe,Lahore,31-May-15,ODI # 3653,Mohammad Hafeez,41434
103,103,95,108.42,10,4,v Sri Lanka,Dambulla,11-Jul-15,ODI # 3664,Mohammad Hafeez,41434
9,9,15,60,0,1,v Sri Lanka,Pallekele,15-Jul-15,ODI # 3669,Mohammad Hafeez,41434
54,54,64,84.37,4,0,v Sri Lanka,Colombo (RPS),19-Jul-15,ODI # 3670,Mohammad Hafeez,41434
70,70,88,79.54,8,1,v Sri Lanka,Colombo (RPS),22-Jul-15,ODI # 3671,Mohammad Hafeez,41434
37,37,37,100,5,1,v Sri Lanka,Hambantota,26-Jul-15,ODI # 3672,Mohammad Hafeez,41434
10,10,19,52.63,2,0,v Zimbabwe,Harare,01-Oct-15,ODI # 3685,Mohammad Hafeez,41434
27,27,41,65.85,5,0,v Zimbabwe,Harare,03-Oct-15,ODI # 3686,Mohammad Hafeez,41434
13,13,16,81.25,2,0,v Zimbabwe,Harare,05-Oct-15,ODI # 3687,Mohammad Hafeez,41434
102*,102,130,78.46,10,1,v England,Abu Dhabi,11-Nov-15,ODI # 3707,Mohammad Hafeez,41434
0,0,8,0,0,0,v England,Abu Dhabi,13-Nov-15,ODI # 3708,Mohammad Hafeez,41434
45,45,71,63.38,2,2,v England,Sharjah,17-Nov-15,ODI # 3710,Mohammad Hafeez,41434
37,37,36,102.77,5,1,v England,Dubai (DSC),20-Nov-15,ODI # 3712,Mohammad Hafeez,41434
42,42,56,75,1,1,v New Zealand,Wellington,25-Jan-16,ODI # 3728,Mohammad Hafeez,41434
76,76,60,126.66,5,5,v New Zealand,Auckland,31-Jan-16,ODI # 3730,Mohammad Hafeez,41434
37,37,59,62.71,4,1,v Ireland,Dublin (Malahide),18-Aug-16,ODI # 3767,Mohammad Hafeez,41434
11,11,15,73.33,2,0,v England,Southampton,24-Aug-16,ODI # 3770,Mohammad Hafeez,41434
4,4,7,57.14,0,0,v Australia,Brisbane,13-Jan-17,ODI # 3817,Mohammad Hafeez,41434
72,72,104,69.23,8,0,v Australia,Melbourne,15-Jan-17,ODI # 3818,Mohammad Hafeez,41434
4,4,13,30.76,0,0,v Australia,Perth,19-Jan-17,ODI # 3820,Mohammad Hafeez,41434
40,40,40,100,3,1,v Australia,Sydney,22-Jan-17,ODI # 3822,Mohammad Hafeez,41434
3,3,6,50,0,0,v Australia,Adelaide,26-Jan-17,ODI # 3826,Mohammad Hafeez,41434
88,88,92,95.65,6,3,v West Indies,Providence,07-Apr-17,ODI # 3861,Mohammad Hafeez,41434
32,32,50,64,2,1,v West Indies,Providence,09-Apr-17,ODI # 3862,Mohammad Hafeez,41434
81,81,86,94.18,8,2,v West Indies,Providence,11-Apr-17,ODI # 3863,Mohammad Hafeez,41434
33,33,43,76.74,2,0,v India,Birmingham,04-Jun-17,ODI # 3878,Mohammad Hafeez,41434
26,26,53,49.05,1,1,v South Africa,Birmingham,07-Jun-17,ODI # 3881,Mohammad Hafeez,41434
1,1,5,20,0,0,v Sri Lanka,Cardiff,12-Jun-17,ODI # 3888,Mohammad Hafeez,41434
31*,31,21,147.61,3,2,v England,Cardiff,14-Jun-17,ODI # 3889,Mohammad Hafeez,41434
57*,57,37,154.05,4,3,v India,The Oval,18-Jun-17,ODI # 3894,Mohammad Hafeez,41434
32,32,38,84.21,5,0,v Sri Lanka,Dubai (DSC),13-Oct-17,ODI # 3922,Mohammad Hafeez,41434
8,8,11,72.72,0,1,v Sri Lanka,Abu Dhabi,16-Oct-17,ODI # 3924,Mohammad Hafeez,41434
34*,34,51,66.66,4,0,v Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Mohammad Hafeez,41434
9,9,19,47.36,0,0,v Sri Lanka,Sharjah,20-Oct-17,ODI # 3927,Mohammad Hafeez,41434
1,1,9,11.11,0,0,v New Zealand,Wellington,06-Jan-18,ODI # 3946,Mohammad Hafeez,41434
60,60,71,84.5,8,0,v New Zealand,Nelson,09-Jan-18,ODI # 3947,Mohammad Hafeez,41434
0,0,4,0,0,0,v New Zealand,Dunedin,13-Jan-18,ODI # 3949,Mohammad Hafeez,41434
81,81,80,101.25,5,4,v New Zealand,Hamilton,16-Jan-18,ODI # 3953,Mohammad Hafeez,41434
6,6,20,30,1,0,v New Zealand,Wellington,19-Jan-18,ODI # 3957,Mohammad Hafeez,41434
0,0,1,0,0,0,v New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Mohammad Hafeez,41434
27*,27,31,87.09,2,0,v New Zealand,Abu Dhabi,09-Nov-18,ODI # 4068,Mohammad Hafeez,41434
19,19,34,55.88,1,0,v New Zealand,Dubai (DSC),11-Nov-18,ODI # 4070,Mohammad Hafeez,41434
71*,71,63,112.69,8,2,v South Africa,Port Elizabeth,19-Jan-19,ODI # 4080,Mohammad Hafeez,41434
9,9,11,81.81,1,0,v South Africa,Durban,22-Jan-19,ODI # 4081,Mohammad Hafeez,41434
52,52,45,115.55,6,1,v South Africa,Centurion,25-Jan-19,ODI # 4084,Mohammad Hafeez,41434
17,17,28,60.71,1,0,v South Africa,Cape Town,30-Jan-19,ODI # 4090,Mohammad Hafeez,41434
59,59,55,107.27,2,3,v England,Nottingham,17-May-19,ODI # 4138,Mohammad Hafeez,41434
112,112,119,94.11,9,0,v Australia,Dubai (DSC),29-Mar-19,ODI # 4119,Abid Ali,39950
0,0,1,0,0,0,v Australia,Dubai (DSC),31-Mar-19,ODI # 4120,Abid Ali,39950
100,100,125,80,5,2,v Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Imam-ul-Haq,568276
2,2,3,66.66,0,0,v Sri Lanka,Sharjah,20-Oct-17,ODI # 3927,Imam-ul-Haq,568276
45*,45,64,70.31,4,1,v Sri Lanka,Sharjah,23-Oct-17,ODI # 3930,Imam-ul-Haq,568276
2,2,11,18.18,0,0,v New Zealand,Nelson,09-Jan-18,ODI # 3947,Imam-ul-Haq,568276
128,128,134,95.52,11,0,v Zimbabwe,Bulawayo,13-Jul-18,ODI # 4015,Imam-ul-Haq,568276
44,44,51,86.27,4,0,v Zimbabwe,Bulawayo,16-Jul-18,ODI # 4017,Imam-ul-Haq,568276
0,0,1,0,0,0,v Zimbabwe,Bulawayo,18-Jul-18,ODI # 4019,Imam-ul-Haq,568276
113,113,122,92.62,8,0,v Zimbabwe,Bulawayo,20-Jul-18,ODI # 4020,Imam-ul-Haq,568276
110,110,105,104.76,8,1,v Zimbabwe,Bulawayo,22-Jul-18,ODI # 4021,Imam-ul-Haq,568276
50*,50,69,72.46,3,1,v Hong Kong,Dubai (DSC),16-Sep-18,ODI # 4037,Imam-ul-Haq,568276
2,2,7,28.57,0,0,v India,Dubai (DSC),19-Sep-18,ODI # 4040,Imam-ul-Haq,568276
80,80,104,76.92,5,1,v Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Imam-ul-Haq,568276
10,10,20,50,2,0,v India,Dubai (DSC),23-Sep-18,ODI # 4044,Imam-ul-Haq,568276
83,83,105,79.04,2,1,v Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Imam-ul-Haq,568276
34,34,46,73.91,3,0,v New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Imam-ul-Haq,568276
16*,16,34,47.05,1,0,v New Zealand,Abu Dhabi,09-Nov-18,ODI # 4068,Imam-ul-Haq,568276
86,86,101,85.14,5,2,v South Africa,Port Elizabeth,19-Jan-19,ODI # 4080,Imam-ul-Haq,568276
5,5,14,35.71,0,0,v South Africa,Durban,22-Jan-19,ODI # 4081,Imam-ul-Haq,568276
101,101,116,87.06,8,0,v South Africa,Centurion,25-Jan-19,ODI # 4084,Imam-ul-Haq,568276
71,71,91,78.02,6,1,v South Africa,Johannesburg,27-Jan-19,ODI # 4087,Imam-ul-Haq,568276
8,8,10,80,1,0,v South Africa,Cape Town,30-Jan-19,ODI # 4090,Imam-ul-Haq,568276
17,17,27,62.96,1,1,v Australia,Sharjah,22-Mar-19,ODI # 4116,Imam-ul-Haq,568276
0,0,5,0,0,0,v Australia,Sharjah,24-Mar-19,ODI # 4117,Imam-ul-Haq,568276
46,46,72,63.88,2,2,v Australia,Abu Dhabi,27-Mar-19,ODI # 4118,Imam-ul-Haq,568276
42*,42,68,61.76,5,0,v England,The Oval,08-May-19,ODI # 4130,Imam-ul-Haq,568276
35,35,44,79.54,3,0,v England,Southampton,11-May-19,ODI # 4133,Imam-ul-Haq,568276
151,151,131,115.26,16,1,v England,Bristol,14-May-19,ODI # 4135,Imam-ul-Haq,568276
6*,6,20,30,0,0,v England,Nottingham,17-May-19,ODI # 4138,Imam-ul-Haq,568276
31,31,23,134.78,6,0,v South Africa,Birmingham,07-Jun-17,ODI # 3881,Fakhar Zaman,512191
50,50,36,138.88,8,1,v Sri Lanka,Cardiff,12-Jun-17,ODI # 3888,Fakhar Zaman,512191
57,57,58,98.27,7,1,v England,Cardiff,14-Jun-17,ODI # 3889,Fakhar Zaman,512191
114,114,106,107.54,12,3,v India,The Oval,18-Jun-17,ODI # 3894,Fakhar Zaman,512191
43,43,45,95.55,4,1,v Sri Lanka,Dubai (DSC),13-Oct-17,ODI # 3922,Fakhar Zaman,512191
11,11,13,84.61,2,0,v Sri Lanka,Abu Dhabi,16-Oct-17,ODI # 3924,Fakhar Zaman,512191
29,29,40,72.5,2,1,v Sri Lanka,Abu Dhabi,18-Oct-17,ODI # 3926,Fakhar Zaman,512191
17,17,30,56.66,2,0,v Sri Lanka,Sharjah,20-Oct-17,ODI # 3927,Fakhar Zaman,512191
48,48,47,102.12,7,0,v Sri Lanka,Sharjah,23-Oct-17,ODI # 3930,Fakhar Zaman,512191
82*,82,86,95.34,5,4,v New Zealand,Wellington,06-Jan-18,ODI # 3946,Fakhar Zaman,512191
2,2,7,28.57,0,0,v New Zealand,Dunedin,13-Jan-18,ODI # 3949,Fakhar Zaman,512191
54,54,75,72,7,1,v New Zealand,Hamilton,16-Jan-18,ODI # 3953,Fakhar Zaman,512191
12,12,17,70.58,2,0,v New Zealand,Wellington,19-Jan-18,ODI # 3957,Fakhar Zaman,512191
60,60,70,85.71,7,0,v Zimbabwe,Bulawayo,13-Jul-18,ODI # 4015,Fakhar Zaman,512191
117*,117,129,90.69,16,0,v Zimbabwe,Bulawayo,16-Jul-18,ODI # 4017,Fakhar Zaman,512191
43*,43,24,179.16,8,0,v Zimbabwe,Bulawayo,18-Jul-18,ODI # 4019,Fakhar Zaman,512191
210*,210,156,134.61,24,5,v Zimbabwe,Bulawayo,20-Jul-18,ODI # 4020,Fakhar Zaman,512191
85,85,83,102.4,10,1,v Zimbabwe,Bulawayo,22-Jul-18,ODI # 4021,Fakhar Zaman,512191
24,24,27,88.88,2,1,v Hong Kong,Dubai (DSC),16-Sep-18,ODI # 4037,Fakhar Zaman,512191
0,0,9,0,0,0,v India,Dubai (DSC),19-Sep-18,ODI # 4040,Fakhar Zaman,512191
0,0,6,0,0,0,v Afghanistan,Abu Dhabi,21-Sep-18,ODI # 4043,Fakhar Zaman,512191
31,31,44,70.45,1,1,v India,Dubai (DSC),23-Sep-18,ODI # 4044,Fakhar Zaman,512191
1,1,4,25,0,0,v Bangladesh,Abu Dhabi,26-Sep-18,ODI # 4047,Fakhar Zaman,512191
1,1,5,20,0,0,v New Zealand,Abu Dhabi,07-Nov-18,ODI # 4066,Fakhar Zaman,512191
